"Activity" "Variable" "Subset" "Subject" "Average"
"SITTING" "tBodyAccMag-mean" "Test" "1" -0.2495976860125
"SITTING" "tBodyAccMag-mean" "Test" "2" -0.304748456625
"SITTING" "tBodyAccMag-mean" "Test" "3" 0.0387169592470588
"SITTING" "tBodyAccMag-mean" "Test" "4" -0.943855616388889
"SITTING" "tBodyAccMag-mean" "Test" "5" -0.961862349166667
"SITTING" "tBodyAccMag-mean" "Test" "6" -0.951817553578947
"SITTING" "tBodyAccMag-mean" "Train" "1" -0.280216918069521
"SITTING" "tBodyAccMag-mean" "Train" "2" -0.185414346382051
"SITTING" "tBodyAccMag-mean" "Train" "3" 0.235707201166892
"SITTING" "tBodyAccMag-mean" "Train" "4" -0.961386176562055
"SITTING" "tBodyAccMag-mean" "Train" "5" -0.955534808
"SITTING" "tBodyAccMag-mean" "Train" "6" -0.952657085231317
"SITTING" "tBodyAccMag-std" "Test" "1" -0.114058072105
"SITTING" "tBodyAccMag-std" "Test" "2" -0.13201619194625
"SITTING" "tBodyAccMag-std" "Test" "3" 0.0301238299455882
"SITTING" "tBodyAccMag-std" "Test" "4" -0.958591328611111
"SITTING" "tBodyAccMag-std" "Test" "5" -0.962856082291667
"SITTING" "tBodyAccMag-std" "Test" "6" -0.962153512315789
"SITTING" "tBodyAccMag-std" "Train" "1" -0.0585958502782979
"SITTING" "tBodyAccMag-std" "Train" "2" 0.00671800971544872
"SITTING" "tBodyAccMag-std" "Train" "3" 0.333220071201757
"SITTING" "tBodyAccMag-std" "Train" "4" -0.968926885731225
"SITTING" "tBodyAccMag-std" "Train" "5" -0.959774733846154
"SITTING" "tBodyAccMag-std" "Train" "6" -0.959685712775801
"SITTING" "tBodyGyro-mean-X" "Test" "1" -0.417103837125
"SITTING" "tBodyGyro-mean-X" "Test" "2" -0.5343136182125
"SITTING" "tBodyGyro-mean-X" "Test" "3" -0.372794699172059
"SITTING" "tBodyGyro-mean-X" "Test" "4" -0.982689780416667
"SITTING" "tBodyGyro-mean-X" "Test" "5" -0.924236632083333
"SITTING" "tBodyGyro-mean-X" "Test" "6" -0.970212271052632
"SITTING" "tBodyGyro-mean-X" "Train" "1" -0.323964110857447
"SITTING" "tBodyGyro-mean-X" "Train" "2" -0.447179673303846
"SITTING" "tBodyGyro-mean-X" "Train" "3" -0.211993064966216
"SITTING" "tBodyGyro-mean-X" "Train" "4" -0.987655121936759
"SITTING" "tBodyGyro-mean-X" "Train" "5" -0.948954346730769
"SITTING" "tBodyGyro-mean-X" "Train" "6" -0.978458591245552
"SITTING" "tBodyGyro-mean-Y" "Test" "1" -0.06401240003225
"SITTING" "tBodyGyro-mean-Y" "Test" "2" -0.00458553678625
"SITTING" "tBodyGyro-mean-Y" "Test" "3" -0.023881585925
"SITTING" "tBodyGyro-mean-Y" "Test" "4" -0.0865607970138889
"SITTING" "tBodyGyro-mean-Y" "Test" "5" -0.0748452939927083
"SITTING" "tBodyGyro-mean-Y" "Test" "6" -0.0792394124947368
"SITTING" "tBodyGyro-mean-Y" "Train" "1" -0.0771988807132979
"SITTING" "tBodyGyro-mean-Y" "Train" "2" -0.125003897856269
"SITTING" "tBodyGyro-mean-Y" "Train" "3" -0.0317033679709459
"SITTING" "tBodyGyro-mean-Y" "Train" "4" -0.0651237466288538
"SITTING" "tBodyGyro-mean-Y" "Train" "5" -0.0706899803662692
"SITTING" "tBodyGyro-mean-Y" "Train" "6" -0.098525581683274
"SITTING" "tBodyGyro-mean-Z" "Test" "1" 0.08178024027825
"SITTING" "tBodyGyro-mean-Z" "Test" "2" 0.10103826464125
"SITTING" "tBodyGyro-mean-Z" "Test" "3" 0.104210165031324
"SITTING" "tBodyGyro-mean-Z" "Test" "4" 0.0748701077554167
"SITTING" "tBodyGyro-mean-Z" "Test" "5" 0.0850269001666667
"SITTING" "tBodyGyro-mean-Z" "Test" "6" 0.122058416305263
"SITTING" "tBodyGyro-mean-Z" "Train" "1" 0.0832499756196809
"SITTING" "tBodyGyro-mean-Z" "Train" "2" 0.0208642570916667
"SITTING" "tBodyGyro-mean-Z" "Train" "3" 0.0992635350612838
"SITTING" "tBodyGyro-mean-Z" "Train" "4" 0.0889625692024901
"SITTING" "tBodyGyro-mean-Z" "Train" "5" 0.0791632993346154
"SITTING" "tBodyGyro-mean-Z" "Train" "6" 0.109821969590747
"SITTING" "tBodyGyro-std-X" "Test" "1" -0.0843544804575
"SITTING" "tBodyGyro-std-X" "Test" "2" -0.06102096477125
"SITTING" "tBodyGyro-std-X" "Test" "3" -0.0591442848647059
"SITTING" "tBodyGyro-std-X" "Test" "4" -0.0949318577361111
"SITTING" "tBodyGyro-std-X" "Test" "5" -0.0985177661666667
"SITTING" "tBodyGyro-std-X" "Test" "6" -0.100596981715789
"SITTING" "tBodyGyro-std-X" "Train" "1" -0.100072183778723
"SITTING" "tBodyGyro-std-X" "Train" "2" -0.136425560346154
"SITTING" "tBodyGyro-std-X" "Train" "3" -0.0699172217858108
"SITTING" "tBodyGyro-std-X" "Train" "4" -0.0991459214189723
"SITTING" "tBodyGyro-std-X" "Train" "5" -0.100462193453077
"SITTING" "tBodyGyro-std-X" "Train" "6" -0.0979992145501779
"SITTING" "tBodyGyro-std-Y" "Test" "1" -0.30933509235
"SITTING" "tBodyGyro-std-Y" "Test" "2" -0.428138256875
"SITTING" "tBodyGyro-std-Y" "Test" "3" -0.267315370955882
"SITTING" "tBodyGyro-std-Y" "Test" "4" -0.975854118472222
"SITTING" "tBodyGyro-std-Y" "Test" "5" -0.967883507916667
"SITTING" "tBodyGyro-std-Y" "Test" "6" -0.961083145894737
"SITTING" "tBodyGyro-std-Y" "Train" "1" -0.353560329041011
"SITTING" "tBodyGyro-std-Y" "Train" "2" -0.407473290910256
"SITTING" "tBodyGyro-std-Y" "Train" "3" -0.304859935405405
"SITTING" "tBodyGyro-std-Y" "Train" "4" -0.973508273992095
"SITTING" "tBodyGyro-std-Y" "Train" "5" -0.965612888192308
"SITTING" "tBodyGyro-std-Y" "Train" "6" -0.965008467153025
"SITTING" "tBodyGyro-std-Z" "Test" "1" -0.42023023175
"SITTING" "tBodyGyro-std-Z" "Test" "2" -0.299414907075
"SITTING" "tBodyGyro-std-Z" "Test" "3" -0.326557657014706
"SITTING" "tBodyGyro-std-Z" "Test" "4" -0.963177441805556
"SITTING" "tBodyGyro-std-Z" "Test" "5" -0.964093406770833
"SITTING" "tBodyGyro-std-Z" "Test" "6" -0.960640592210526
"SITTING" "tBodyGyro-std-Z" "Train" "1" -0.258663456782447
"SITTING" "tBodyGyro-std-Z" "Train" "2" -0.110916349507179
"SITTING" "tBodyGyro-std-Z" "Train" "3" -0.288430048621622
"SITTING" "tBodyGyro-std-Z" "Train" "4" -0.972072197588933
"SITTING" "tBodyGyro-std-Z" "Train" "5" -0.963211932923077
"SITTING" "tBodyGyro-std-Z" "Train" "6" -0.97626364024911
"SITTING" "tBodyGyroJerk-mean-X" "Test" "1" -0.233175713275
"SITTING" "tBodyGyroJerk-mean-X" "Test" "2" -0.58478775675
"SITTING" "tBodyGyroJerk-mean-X" "Test" "3" -0.355297286161765
"SITTING" "tBodyGyroJerk-mean-X" "Test" "4" -0.987793056388889
"SITTING" "tBodyGyroJerk-mean-X" "Test" "5" -0.972337879479167
"SITTING" "tBodyGyroJerk-mean-X" "Test" "6" -0.976718789894737
"SITTING" "tBodyGyroJerk-mean-X" "Train" "1" -0.207631627455851
"SITTING" "tBodyGyroJerk-mean-X" "Train" "2" -0.474081298053846
"SITTING" "tBodyGyroJerk-mean-X" "Train" "3" -0.322140238056081
"SITTING" "tBodyGyroJerk-mean-X" "Train" "4" -0.990809106126482
"SITTING" "tBodyGyroJerk-mean-X" "Train" "5" -0.969270390846154
"SITTING" "tBodyGyroJerk-mean-X" "Train" "6" -0.98188590405694
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "1" -0.038042468175
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "2" -0.04035084619875
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "3" -0.0687637571397059
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "4" -0.0391764791361111
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "5" -0.0405360348041667
"SITTING" "tBodyGyroJerk-mean-Y" "Test" "6" -0.0429305711084211
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "1" -0.0400344940723404
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "2" -0.0275210148262179
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "3" -0.0481609553218243
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "4" -0.0411033162761818
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "5" -0.0411982310588462
"SITTING" "tBodyGyroJerk-mean-Y" "Train" "6" -0.036487835510427
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "1" -0.055346113576625
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "2" -0.06366772668875
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "3" -0.0472137401647059
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "4" -0.0479982501763889
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "5" -0.0531256901145833
"SITTING" "tBodyGyroJerk-mean-Z" "Test" "6" -0.0659936407473684
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "1" -0.0585251254638298
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "2" -0.0289166801982051
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "3" -0.0619158471935811
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "4" -0.0536016482158103
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "5" -0.0530226414604615
"SITTING" "tBodyGyroJerk-mean-Z" "Train" "6" -0.0610647970533808
"SITTING" "tBodyGyroJerk-std" "Test" "1" -0.114058072105
"SITTING" "tBodyGyroJerk-std" "Test" "2" -0.13201619194625
"SITTING" "tBodyGyroJerk-std" "Test" "3" 0.0301238299455882
"SITTING" "tBodyGyroJerk-std" "Test" "4" -0.958591328611111
"SITTING" "tBodyGyroJerk-std" "Test" "5" -0.962856082291667
"SITTING" "tBodyGyroJerk-std" "Test" "6" -0.962153512315789
"SITTING" "tBodyGyroJerk-std" "Train" "1" -0.0585958502782979
"SITTING" "tBodyGyroJerk-std" "Train" "2" 0.00671800971544872
"SITTING" "tBodyGyroJerk-std" "Train" "3" 0.333220071201757
"SITTING" "tBodyGyroJerk-std" "Train" "4" -0.968926885731225
"SITTING" "tBodyGyroJerk-std" "Train" "5" -0.959774733846154
"SITTING" "tBodyGyroJerk-std" "Train" "6" -0.959685712775801
"SITTING" "tBodyGyroJerk-std-Y" "Test" "1" -0.4083224090875
"SITTING" "tBodyGyroJerk-std-Y" "Test" "2" -0.7097545875
"SITTING" "tBodyGyroJerk-std-Y" "Test" "3" -0.330834042676471
"SITTING" "tBodyGyroJerk-std-Y" "Test" "4" -0.988665611666667
"SITTING" "tBodyGyroJerk-std-Y" "Test" "5" -0.983999534479167
"SITTING" "tBodyGyroJerk-std-Y" "Test" "6" -0.975143274
"SITTING" "tBodyGyroJerk-std-Y" "Train" "1" -0.481683575992553
"SITTING" "tBodyGyroJerk-std-Y" "Train" "2" -0.61639710775641
"SITTING" "tBodyGyroJerk-std-Y" "Train" "3" -0.395203750054054
"SITTING" "tBodyGyroJerk-std-Y" "Train" "4" -0.99031612944664
"SITTING" "tBodyGyroJerk-std-Y" "Train" "5" -0.984243615692308
"SITTING" "tBodyGyroJerk-std-Y" "Train" "6" -0.984985613950178
"SITTING" "tBodyGyroJerk-std-Z" "Test" "1" -0.40345508145
"SITTING" "tBodyGyroJerk-std-Z" "Test" "2" -0.5595735125
"SITTING" "tBodyGyroJerk-std-Z" "Test" "3" -0.331164260676471
"SITTING" "tBodyGyroJerk-std-Z" "Test" "4" -0.985171414444444
"SITTING" "tBodyGyroJerk-std-Z" "Test" "5" -0.9821061971875
"SITTING" "tBodyGyroJerk-std-Z" "Test" "6" -0.982342621894737
"SITTING" "tBodyGyroJerk-std-Z" "Train" "1" -0.393407099190957
"SITTING" "tBodyGyroJerk-std-Z" "Train" "2" -0.527568271026282
"SITTING" "tBodyGyroJerk-std-Z" "Train" "3" -0.309434791563311
"SITTING" "tBodyGyroJerk-std-Z" "Train" "4" -0.988231439802371
"SITTING" "tBodyGyroJerk-std-Z" "Train" "5" -0.980760100038462
"SITTING" "tBodyGyroJerk-std-Z" "Train" "6" -0.988558256298932
"SITTING" "tBodyGyroJerkMag-mean" "Test" "1" -0.3681139866125
"SITTING" "tBodyGyroJerkMag-mean" "Test" "2" -0.678060754375
"SITTING" "tBodyGyroJerkMag-mean" "Test" "3" -0.308814100845588
"SITTING" "tBodyGyroJerkMag-mean" "Test" "4" -0.988399603888889
"SITTING" "tBodyGyroJerkMag-mean" "Test" "5" -0.977660643645833
"SITTING" "tBodyGyroJerkMag-mean" "Test" "6" -0.971046622421053
"SITTING" "tBodyGyroJerkMag-mean" "Train" "1" -0.435967739656383
"SITTING" "tBodyGyroJerkMag-mean" "Train" "2" -0.630142006474359
"SITTING" "tBodyGyroJerkMag-mean" "Train" "3" -0.426850449512838
"SITTING" "tBodyGyroJerkMag-mean" "Train" "4" -0.989703188181818
"SITTING" "tBodyGyroJerkMag-mean" "Train" "5" -0.977663978615385
"SITTING" "tBodyGyroJerkMag-mean" "Train" "6" -0.983168386049822
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "1" -0.22486730313125
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "2" -0.354377077875
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "3" -0.0110434823132353
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "4" -0.987082948055556
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "5" -0.987471749791667
"SITTING" "tBodyGyroJerkMag-std-X" "Test" "6" -0.972476256210526
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "1" -0.213432920025532
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "2" -0.188218271658397
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "3" 0.192787801063986
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "4" -0.98728926743083
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "5" -0.982745523846154
"SITTING" "tBodyGyroJerkMag-std-X" "Train" "6" -0.97312109911032
"SITTING" "tBodyGyroMag-mean" "Test" "1" -0.289412770775
"SITTING" "tBodyGyroMag-mean" "Test" "2" -0.45048055826625
"SITTING" "tBodyGyroMag-mean" "Test" "3" -0.247295464534412
"SITTING" "tBodyGyroMag-mean" "Test" "4" -0.960882877916667
"SITTING" "tBodyGyroMag-mean" "Test" "5" -0.914361930104167
"SITTING" "tBodyGyroMag-mean" "Test" "6" -0.942710958421053
"SITTING" "tBodyGyroMag-mean" "Train" "1" -0.338491568459574
"SITTING" "tBodyGyroMag-mean" "Train" "2" -0.355065968738462
"SITTING" "tBodyGyroMag-mean" "Train" "3" -0.197006112266216
"SITTING" "tBodyGyroMag-mean" "Train" "4" -0.964638994901186
"SITTING" "tBodyGyroMag-mean" "Train" "5" -0.936239264576923
"SITTING" "tBodyGyroMag-mean" "Train" "6" -0.955855229644128
"SITTING" "tBodyGyroMag-std" "Test" "1" -0.354354983625
"SITTING" "tBodyGyroMag-std" "Test" "2" -0.640410706375
"SITTING" "tBodyGyroMag-std" "Test" "3" -0.336748793764706
"SITTING" "tBodyGyroMag-std" "Test" "4" -0.988999374305556
"SITTING" "tBodyGyroMag-std" "Test" "5" -0.982111562083333
"SITTING" "tBodyGyroMag-std" "Test" "6" -0.980918413578947
"SITTING" "tBodyGyroMag-std" "Train" "1" -0.389810188802128
"SITTING" "tBodyGyroMag-std" "Train" "2" -0.545035069442308
"SITTING" "tBodyGyroMag-std" "Train" "3" -0.340659205871622
"SITTING" "tBodyGyroMag-std" "Train" "4" -0.991589083280632
"SITTING" "tBodyGyroMag-std" "Train" "5" -0.981887806846154
"SITTING" "tBodyGyroMag-std" "Train" "6" -0.986876550462633
"SITTING" "tGravityAcc-mean-X" "Test" "1" -0.974494716875
"SITTING" "tGravityAcc-mean-X" "Test" "2" -0.951349104625
"SITTING" "tGravityAcc-mean-X" "Test" "3" -0.953845409852941
"SITTING" "tGravityAcc-mean-X" "Test" "4" -0.985241360277778
"SITTING" "tGravityAcc-mean-X" "Test" "5" -0.992279378645833
"SITTING" "tGravityAcc-mean-X" "Test" "6" -0.962412345684211
"SITTING" "tGravityAcc-mean-X" "Train" "1" -0.973450749361702
"SITTING" "tGravityAcc-mean-X" "Train" "2" -0.937213529038462
"SITTING" "tGravityAcc-mean-X" "Train" "3" -0.932445761148649
"SITTING" "tGravityAcc-mean-X" "Train" "4" -0.983343600790514
"SITTING" "tGravityAcc-mean-X" "Train" "5" -0.987919353884615
"SITTING" "tGravityAcc-mean-X" "Train" "6" -0.955765143274021
"SITTING" "tGravityAcc-mean-Y" "Test" "1" -0.247628622125
"SITTING" "tGravityAcc-mean-Y" "Test" "2" -0.335041402
"SITTING" "tGravityAcc-mean-Y" "Test" "3" -0.207589220294118
"SITTING" "tGravityAcc-mean-Y" "Test" "4" 0.0786443366791667
"SITTING" "tGravityAcc-mean-Y" "Test" "5" -0.225823968541667
"SITTING" "tGravityAcc-mean-Y" "Test" "6" 0.765044216947368
"SITTING" "tGravityAcc-mean-Y" "Train" "1" -0.251974808484043
"SITTING" "tGravityAcc-mean-Y" "Train" "2" -0.359783910897436
"SITTING" "tGravityAcc-mean-Y" "Train" "3" -0.235862821094595
"SITTING" "tGravityAcc-mean-Y" "Train" "4" 0.145906853620553
"SITTING" "tGravityAcc-mean-Y" "Train" "5" -0.280268044346154
"SITTING" "tGravityAcc-mean-Y" "Train" "6" 0.66350191455516
"SITTING" "tGravityAcc-mean-Z" "Test" "1" -0.1009648424
"SITTING" "tGravityAcc-mean-Z" "Test" "2" -0.1406406655145
"SITTING" "tGravityAcc-mean-Z" "Test" "3" -0.0742109454739706
"SITTING" "tGravityAcc-mean-Z" "Test" "4" 0.0425887704027778
"SITTING" "tGravityAcc-mean-Z" "Test" "5" -0.00589367822916667
"SITTING" "tGravityAcc-mean-Z" "Test" "6" 0.337747280463158
"SITTING" "tGravityAcc-mean-Z" "Train" "1" -0.13508044618617
"SITTING" "tGravityAcc-mean-Z" "Train" "2" -0.242937406713654
"SITTING" "tGravityAcc-mean-Z" "Train" "3" -0.124922007518716
"SITTING" "tGravityAcc-mean-Z" "Train" "4" 0.141678118326087
"SITTING" "tGravityAcc-mean-Z" "Train" "5" -0.0368062205938462
"SITTING" "tGravityAcc-mean-Z" "Train" "6" 0.735002814661922
"SITTING" "tGravityAcc-std-X" "Test" "1" 0.061536826417875
"SITTING" "tGravityAcc-std-X" "Test" "2" 0.07159586548625
"SITTING" "tGravityAcc-std-X" "Test" "3" 0.0769629257156618
"SITTING" "tGravityAcc-std-X" "Test" "4" 0.0754633814666667
"SITTING" "tGravityAcc-std-X" "Test" "5" 0.0759999149583333
"SITTING" "tGravityAcc-std-X" "Test" "6" 0.0768694242
"SITTING" "tGravityAcc-std-X" "Train" "1" 0.0793212049553191
"SITTING" "tGravityAcc-std-X" "Train" "2" 0.085245019203141
"SITTING" "tGravityAcc-std-X" "Train" "3" 0.105286437664189
"SITTING" "tGravityAcc-std-X" "Train" "4" 0.0763117969529644
"SITTING" "tGravityAcc-std-X" "Train" "5" 0.0750734369846154
"SITTING" "tGravityAcc-std-X" "Train" "6" 0.0782015107263345
"SITTING" "tGravityAcc-std-Y" "Test" "1" -0.96268201325
"SITTING" "tGravityAcc-std-Y" "Test" "2" -0.930446002375
"SITTING" "tGravityAcc-std-Y" "Test" "3" -0.932844826029412
"SITTING" "tGravityAcc-std-Y" "Test" "4" -0.954400455555556
"SITTING" "tGravityAcc-std-Y" "Test" "5" -0.971298972708333
"SITTING" "tGravityAcc-std-Y" "Test" "6" -0.979954074842105
"SITTING" "tGravityAcc-std-Y" "Train" "1" -0.964578476010638
"SITTING" "tGravityAcc-std-Y" "Train" "2" -0.923181329871795
"SITTING" "tGravityAcc-std-Y" "Train" "3" -0.936983014324324
"SITTING" "tGravityAcc-std-Y" "Train" "4" -0.971325830462451
"SITTING" "tGravityAcc-std-Y" "Train" "5" -0.973341529730769
"SITTING" "tGravityAcc-std-Y" "Train" "6" -0.979617566192171
"SITTING" "tGravityAcc-std-Z" "Test" "1" -0.9528153825
"SITTING" "tGravityAcc-std-Z" "Test" "2" -0.91830255375
"SITTING" "tGravityAcc-std-Z" "Test" "3" -0.908320029558824
"SITTING" "tGravityAcc-std-Z" "Test" "4" -0.945325864166667
"SITTING" "tGravityAcc-std-Z" "Test" "5" -0.971622872604167
"SITTING" "tGravityAcc-std-Z" "Test" "6" -0.964265491789474
"SITTING" "tGravityAcc-std-Z" "Train" "1" -0.953469068457447
"SITTING" "tGravityAcc-std-Z" "Train" "2" -0.902908689038462
"SITTING" "tGravityAcc-std-Z" "Train" "3" -0.9058443475
"SITTING" "tGravityAcc-std-Z" "Train" "4" -0.959646477750988
"SITTING" "tGravityAcc-std-Z" "Train" "5" -0.958331917961538
"SITTING" "tGravityAcc-std-Z" "Train" "6" -0.966101235658363
"SITTING" "tGravityAccMag-mean" "Test" "1" -0.2495976860125
"SITTING" "tGravityAccMag-mean" "Test" "2" -0.304748456625
"SITTING" "tGravityAccMag-mean" "Test" "3" 0.0387169592470588
"SITTING" "tGravityAccMag-mean" "Test" "4" -0.943855616388889
"SITTING" "tGravityAccMag-mean" "Test" "5" -0.961862349166667
"SITTING" "tGravityAccMag-mean" "Test" "6" -0.951817553578947
"SITTING" "tGravityAccMag-mean" "Train" "1" -0.280216918069521
"SITTING" "tGravityAccMag-mean" "Train" "2" -0.185414346382051
"SITTING" "tGravityAccMag-mean" "Train" "3" 0.235707201166892
"SITTING" "tGravityAccMag-mean" "Train" "4" -0.961386176562055
"SITTING" "tGravityAccMag-mean" "Train" "5" -0.955534808
"SITTING" "tGravityAccMag-mean" "Train" "6" -0.952657085231317
"SITTING" "tGravityAccMag-std" "Test" "1" -0.11984939618
"SITTING" "tGravityAccMag-std" "Test" "2" -0.4362544865
"SITTING" "tGravityAccMag-std" "Test" "3" -0.0785673866117647
"SITTING" "tGravityAccMag-std" "Test" "4" -0.984902166944444
"SITTING" "tGravityAccMag-std" "Test" "5" -0.983353337708333
"SITTING" "tGravityAccMag-std" "Test" "6" -0.98024206031579
"SITTING" "tGravityAccMag-std" "Train" "1" -0.106447934286702
"SITTING" "tGravityAccMag-std" "Train" "2" -0.263271550979487
"SITTING" "tGravityAccMag-std" "Train" "3" 0.0193714321385135
"SITTING" "tGravityAccMag-std" "Train" "4" -0.987748682173913
"SITTING" "tGravityAccMag-std" "Train" "5" -0.979478531615385
"SITTING" "tGravityAccMag-std" "Train" "6" -0.983703167615658
"STANDING" "fBodyAcc-mean-X" "Test" "1" -0.356301859638554
"STANDING" "fBodyAcc-mean-X" "Test" "2" -0.292689682690476
"STANDING" "fBodyAcc-mean-X" "Test" "3" -0.173221437126234
"STANDING" "fBodyAcc-mean-X" "Test" "4" -0.989521335268817
"STANDING" "fBodyAcc-mean-X" "Test" "5" -0.979756404040404
"STANDING" "fBodyAcc-mean-X" "Test" "6" -0.974836211354167
"STANDING" "fBodyAcc-mean-X" "Train" "1" -0.385641972161395
"STANDING" "fBodyAcc-mean-X" "Train" "2" -0.239831100065104
"STANDING" "fBodyAcc-mean-X" "Train" "3" 0.0225595484466667
"STANDING" "fBodyAcc-mean-X" "Train" "4" -0.985065108832117
"STANDING" "fBodyAcc-mean-X" "Train" "5" -0.991611682896825
"STANDING" "fBodyAcc-mean-X" "Train" "6" -0.938056611494253
"STANDING" "fBodyAcc-mean-Y" "Test" "1" -0.087054706060241
"STANDING" "fBodyAcc-mean-Y" "Test" "2" -0.290491387214286
"STANDING" "fBodyAcc-mean-Y" "Test" "3" -0.0888880246753247
"STANDING" "fBodyAcc-mean-Y" "Test" "4" -0.960551638709677
"STANDING" "fBodyAcc-mean-Y" "Test" "5" -0.924515567878788
"STANDING" "fBodyAcc-mean-Y" "Test" "6" -0.979163406041667
"STANDING" "fBodyAcc-mean-Y" "Train" "1" -0.128386636409302
"STANDING" "fBodyAcc-mean-Y" "Train" "2" -0.188720556343229
"STANDING" "fBodyAcc-mean-Y" "Train" "3" -0.00862305228722222
"STANDING" "fBodyAcc-mean-Y" "Train" "4" -0.954768153649635
"STANDING" "fBodyAcc-mean-Y" "Train" "5" -0.962749246904762
"STANDING" "fBodyAcc-mean-Y" "Train" "6" -0.912987153923372
"STANDING" "fBodyAcc-mean-Z" "Test" "1" -0.386207993096386
"STANDING" "fBodyAcc-mean-Z" "Test" "2" -0.44866962952381
"STANDING" "fBodyAcc-mean-Z" "Test" "3" -0.391568420368831
"STANDING" "fBodyAcc-mean-Z" "Test" "4" -0.969615222365591
"STANDING" "fBodyAcc-mean-Z" "Test" "5" -0.948396326262626
"STANDING" "fBodyAcc-mean-Z" "Test" "6" -0.9847176409375
"STANDING" "fBodyAcc-mean-Z" "Train" "1" -0.279197098495814
"STANDING" "fBodyAcc-mean-Z" "Train" "2" -0.366194587291146
"STANDING" "fBodyAcc-mean-Z" "Train" "3" -0.206099336144444
"STANDING" "fBodyAcc-mean-Z" "Train" "4" -0.959911342627737
"STANDING" "fBodyAcc-mean-Z" "Train" "5" -0.966973535992063
"STANDING" "fBodyAcc-mean-Z" "Train" "6" -0.92884216183908
"STANDING" "fBodyAcc-std-X" "Test" "1" -0.330407652698795
"STANDING" "fBodyAcc-std-X" "Test" "2" -0.493623821309524
"STANDING" "fBodyAcc-std-X" "Test" "3" -0.326554510713364
"STANDING" "fBodyAcc-std-X" "Test" "4" -0.988709827096774
"STANDING" "fBodyAcc-std-X" "Test" "5" -0.971910943535354
"STANDING" "fBodyAcc-std-X" "Test" "6" -0.985329065208333
"STANDING" "fBodyAcc-std-X" "Train" "1" -0.401998119647442
"STANDING" "fBodyAcc-std-X" "Train" "2" -0.409931252988542
"STANDING" "fBodyAcc-std-X" "Train" "3" -0.161501395251667
"STANDING" "fBodyAcc-std-X" "Train" "4" -0.988483791240876
"STANDING" "fBodyAcc-std-X" "Train" "5" -0.988249175476191
"STANDING" "fBodyAcc-std-X" "Train" "6" -0.978391134214559
"STANDING" "fBodyAcc-std-Y" "Test" "1" -0.100680514506024
"STANDING" "fBodyAcc-std-Y" "Test" "2" -0.116617315852381
"STANDING" "fBodyAcc-std-Y" "Test" "3" -0.0497759415584416
"STANDING" "fBodyAcc-std-Y" "Test" "4" -0.954175277634409
"STANDING" "fBodyAcc-std-Y" "Test" "5" -0.906627986868687
"STANDING" "fBodyAcc-std-Y" "Test" "6" -0.980083980208333
"STANDING" "fBodyAcc-std-Y" "Train" "1" -0.160308507407442
"STANDING" "fBodyAcc-std-Y" "Train" "2" -0.048123601226875
"STANDING" "fBodyAcc-std-Y" "Train" "3" -0.0397557511590556
"STANDING" "fBodyAcc-std-Y" "Train" "4" -0.940005608722628
"STANDING" "fBodyAcc-std-Y" "Train" "5" -0.956050427063492
"STANDING" "fBodyAcc-std-Y" "Train" "6" -0.875514438835249
"STANDING" "fBodyAcc-std-Z" "Test" "1" -0.359487255578313
"STANDING" "fBodyAcc-std-Z" "Test" "2" -0.257869123
"STANDING" "fBodyAcc-std-Z" "Test" "3" -0.331211299636364
"STANDING" "fBodyAcc-std-Z" "Test" "4" -0.954353173333333
"STANDING" "fBodyAcc-std-Z" "Test" "5" -0.93118858050505
"STANDING" "fBodyAcc-std-Z" "Test" "6" -0.9829841746875
"STANDING" "fBodyAcc-std-Z" "Train" "1" -0.250148478226512
"STANDING" "fBodyAcc-std-Z" "Train" "2" -0.177083291725365
